"Name of Satellite, Alternate Names",Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Expected Lifetime,Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Launch Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shiyan 5 (SY5, Experimental Satellite 5)",China,China,Chinese Academy of Space Technology (CAST),Government,Earth Observation,,LEO,,0,739,755,1.12E-03,97.9,99.7,204,,,,Chinese Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2013-068A,39455,2013-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shiyan 7 (SY7, Experimental Satellite 7)",NR,China,Chinese Academy of Space Technology (CAST),Military,Technology Development,,LEO,Sun-Synchronous,0,668,672,2.84E-04,98.06,98.15,,,,,Chinese Academy of Space Technology (CAST),China,Taiyuan Launch Center,Long March 4C,2013-037A,39208,2013-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicral 1A,Italy,Italy,Italian Defense Ministry,Military,Communications,,GEO,,16.25,35769,35802,3.91E-04,1.01,1436.06,2596,1263,3300,10-12 yrs.,Alenia Spazio,Italy,Guiana Space Center,Ariane 44L,2001-005A,26694,2001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicral 1B,Italy,Italy,Italian Defense Ministry/Telespazio,Military/Commercial,Communications,,GEO,,11.8,35788,35802,1.66E-04,0.04,1436.52,3038,,,10-12 yrs.,Thales Alenia Space Italia,Italy,Sea Launch (Odyssey),Zenit 3SL,2009-020A,34810,2009-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicral 2/Syracuse 3C,NR,France/Italy,Italian Defense Ministry/French Defense Ministry,Military,Communications,,GEO,,37,35770,35800,3.56E-04,0,1436,4400,,7700,15 yrs.,Thales Alenia Space,France/Italy,Guiana Space Center,Ariane 5,2015-022B,40614,2015-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sina-1 (Sinah 1, ZS1)",NR,Iran,Iranian Research Organization for Science and Technology (IROST),Government,Communications,,LEO,Sun-Synchronous,0,681,703,1.56E-03,97.9,98.6,170,,,3 yrs.,Polyot,Russia,Plesetsk Cosmodrome,Kosmos 3M,2005-043D,28893,2005-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sinosat-6 (Chinasat-6A, XN-6)",China,China,China Direct Broadcast Satellite co.,Commercial,Communications,,GEO,,0,35794,35796,2.37E-05,0.3,1436.1,5000,,,15 yrs.,Chinese Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2010-042A,37150,2010-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirius 1 (SD Radio 1),USA,USA,Sirius XM Holdings,Commercial,Communications,,Elliptical,,0,23783,47100,2.79E-01,63.3,1418.5,3727,1570,,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,2000-035A,26390,2000-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirius 2 (SD Radio 2),USA,USA,Sirius XM Holdings,Commercial,Communications,,Elliptical,,0,12849,47048,4.71E-01,63.3,1148.43,3792,1570,,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,2000-051A,26483,2000-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirius 3 (SD Radio 3),USA,USA,Sirius XM Holdings,Commercial,Communications,,Elliptical,,0,6179,47086,6.2E-01,63.4,994.83,3727,1570,,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,2000-077A,26626,2000-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirius 4 (Astra 4A),Sweden,Sweden,SES Sirius AB,Commercial,Communications,,GEO,,4.85,35776,35795,2.25E-04,0.04,1436.1,4400,,,15 yrs.,Lockheed Martin Commercial Space Systems,USA,Baikonur Cosmodrome,Proton M,2007-057A,32299,2007-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirius FM-5,USA,USA,Sirius XM Holdings,Commercial,Communications,,GEO,,-96,35774,35798,2.85E-04,0,1436,5800,,20000,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2009-034A,35493,2009-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirius FM-6,USA,USA,Sirius XM Holdings,Commercial,Communications,,GEO,,-115.2,35785,35791,7.12E-05,0.08,1436.16,6020,2975,20000,15 yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2013-058A,39360,2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirius XM-5,USA,USA,Sirius XM Holdings,Commercial,Communications,,GEO,,-85.2,35779,35795,1.9E-04,0.03,1436.12,5983,,18000,15  yrs.,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2010-053A,37185,2010-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sky Mexico-1,NR,Mexico,Sky Mexico,Commercial,Communications,,GEO,,-79,35788,35800,1.42E-04,0,1436,3180,,,18 yrs.,Orbital ATK,USA,Guiana Space Center,Ariane 5 ECA,2015-026B,40664,2015-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skynet 4C,United Kingdom,United Kingdom,Intelsat/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,,GEO,,-1.3,35775,35797,2.61E-04,9.43,1436.07,1474,850,1200,7 yrs.,Astrium,France/UK/Germany,Guiana Space Center,Ariane 44LP,1990-079A,20776,1990-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skynet 4E,United Kingdom,United Kingdom,Ministry of Defence,Military,Communications,,GEO,,35.58,35774,35797,2.73E-04,4.99,1436.06,1510,759,1200,7 yrs.,Astrium,France/UK/Germany,Guiana Space Center,Ariane 44L,1999-009B,25639,1999-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skynet 4F,United Kingdom,United Kingdom,Ministry of Defence,Military,Communications,,GEO,,-34.04,35773,35801,3.32E-04,3.23,1436.15,1510,830,1200,7 yrs.,Astrium,France/UK/Germany,Guiana Space Center,Ariane 44L,2001-005B,26695,2001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skynet 5A,United Kingdom,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,,GEO,,-1.12,35771,35802,3.68E-04,0.07,1436.1,4700,2170,6000,15 yrs.,EADS Astrium,France/UK/Germany,Guiana Space Center,Ariane 5 ECA,2007-007B,30794,2007-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skynet 5B,United Kingdom,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,,GEO,,52.8,35700,35803,1.22E-03,0.07,1436.1,4635,2170,6000,15 yrs.,EADS Astrium,France/UK/Germany,Guiana Space Center,Ariane 5,2007-056B,32294,2007-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skynet 5C,United Kingdom,United Kingdom,Ministry of Defence/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,,GEO,,-17.83,35770,35803,3.91E-04,0.53,1436.1,4600,,,,EADS Astrium,United Kingdom,Guiana Space Center,Ariane 5 ECA,2008-030A,33055,2008-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skynet 5D,United Kingdom,United Kingdom,Ministry of Defense/Paradigm Secure Communications (wholly owned by EADS Astrium),Military,Communications,,GEO,,25,35786,35793,8.3E-05,0.07,1436.24,4638,,,15 yrs.,EADS Astrium,United Kingdom,Guiana Space Center,Ariane 5 ECA,2012-075A,39034,2012-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkySat-1,USA,USA,Skybox Imaging,Commercial,Earth Observation,Optical Imaging,LEO,,0,567,599,2.3E-03,97.81,96.34,,,,,Skybox Imaging,USA,Dombarovsky Air Base,Dnepr,2013-066C,39418,2013-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkySat-2,NR (1/15),USA,Skybox Imaging,Commercial,Earth Observation,Optical Imaging,LEO,,0,626,634,5.71E-04,98.4,97.31,90,,,,Skybox Imaging,USA,Baikonur Cosmodrome,Soyuz-2.1b,2014-037D,40072,2014-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkyTerra 1,USA,USA,LightSquared,Commercial,Communications,,GEO,,-101.3,35782,35791,1.07E-04,6.06,1436.09,5360,3200,,15 yrs.,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Breeze M,2010-061A,37218,2010-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLDCOM-3 (Satellite Launch Dispenser Communications System) (USA 119),NR (1/15),USA,National Reconnaissance Office (NRO),Military,Communications,,Elliptical,,0,1200,11600,4.07E-01,63.4,240,,,,,National Reconnaissance Laboratory,USA,Vandenberg AFB,Titan IV,1996-029A,23893,1996-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMAP (Soil Moisture Active Passive Satellite),NR (1/15),USA,National Aeronautics and Space Administration (NASA),Government,Earth Observation,Earth Science,LEO,,0,660,686,1.85E-03,98.13,98.21,,,,3 yrs.,Jet Propulsion Laboratory (NASA),USA,Vandenberg AFB,Delta 2,2015-003A,40376,2015-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMDC-ONE 1.1 (Techsat),USA,USA,US Army Space and Missile Defense Command,Military,Technology Development,,LEO,,0,495,791,2.11E-02,64.6,97.5,5,,,,Miltec,USA,Vandenberg AFB,Atlas 5,2012-048J,38766,2012-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMDC-ONE 1.2 (ORSES [Operationally Responsive Space Enabler Satellite]),USA,USA,US Army Space and Missile Defense Command,Military,Technology Development,,LEO,,0,483,789,2.18E-02,64.6,97.4,3,,,,Miltec,USA,Vandenberg AFB,Atlas 5,2012-048B,38759,2012-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMDC-ONE 2.3,NR (1/15),USA,US Army Space and Missile Defense Command,Military,Technology Development,,LEO,,0,443,886,3.15E-02,120.3,98,5,,,,Miltec,USA,Vandenberg AFB,Atlas 5,2013-072N,39474,2013-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMDC-ONE 2.4,NR (1/15),USA,US Army Space and Missile Defense Command,Military,Technology Development,,LEO,,0,443,886,3.15E-02,120.3,98,5,,,,Miltec,USA,Vandenberg AFB,Atlas 5,2013-072L,39472,2013-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMOS (Soil Moisture and Ocean Salinity satellite),ESA,ESA,Centre National d'Etudes Spatiales (CNES)/European Space Agency,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0,759,760,7.01E-05,98.4,100,658,630,1065,3+ yrs.,Thales Alenia Space,France,Plesetsk Cosmodrome,Breeze KM,2009-059A,36036,2009-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNaP-3-1  (Space and Missile Defense Command NanoSat Program),NR,USA,US Southern Command,Military,Communications,,LEO,,0,443,886,3.15E-02,120.3,98,,,,,Naval Post-Graduate School,USA,Vandenberg AFB,Atlas 5,2013-072G,39468,2013-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCRATES  (Space Optical Communications Research Advanced TEchnology Satellite),Japan,Japan,National Institute of Information and Communications Technology (JPN),Commercial,Technology Development,,LEO,Sun-Synchronous,0,618,629,7.86E-04,97.87,97.17,48,,100,,"Advanced Engineering Services Company, Ltd.",Japan,Tanegashima Space Center,H-2A,2014-029C,39768,2014-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",Japan,Japan,Astrotech SOHLA,Civil,Technology Development,,LEO,Sun-Synchronous,0,657,665,5.69E-04,98.1,98,50,,,,Space Oriented Higashiosaka Leading Association,Japan,Tanegashima Space Center,H-2A,2009-002E,33496,2009-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SORCE (SOlar Radiation and Climate Experiment),USA,USA,"NASA Earth Science Office/Laboratory for Atmospheric and Space Physics, Univ. of Colorado",Government/Civil,Space Science,,LEO,Intermediate,0,600,633,2.36E-03,40,97,315,290,348,6 yrs.,Orbital Sciences Corp.,USA,Cape Canaveral,Pegasus XL,2003-004A,27651,2003-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaceway 3,USA,USA,Hughes Network Systems,Commercial,Communications,,GEO,,-94.93,35785,35787,2.37E-05,0.06,1436.1,6100,3655,,12 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5 ECA,2007-036A,32018,2007-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaceway F1,USA,USA,"DirecTV, Inc.",Commercial,Communications,,GEO,,-102.87,35785,35787,2.37E-05,0.05,1436.1,5993,3691,12300,12.6 yrs.,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2005-015A,28644,2005-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spaceway F2,USA,USA,"DirecTV, Inc.",Commercial,Communications,,GEO,,-99.08,35785,35787,2.37E-05,0.04,1436.1,5993,3691,12300,12.6 yrs.,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5 ECA,2005-046B,28903,2005-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spainsat,NR,Spain,Hisdesat/Ministry of Defense,Military,Communications,,GEO,,13.06,35745,35826,9.61E-04,0.06,1436.1,3680,1467,,,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2006-007A,28946,2006-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spektr-R/RadioAstron,Russia,Multinational,Astro Space Center of Moscow/Russian Academy of Sciences,Government,Space Science,,Elliptical,,0,1000,330000,9.57E-01,51.46,8 days,3660,,,5+ yrs.,Lavochkin,Russia,Baikonur Cosmodrome,Zenit 3SLBF/Fregat SB,2011-037A,37755,2011-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpinSat (Special Purpose Inexpensive Satellite),NR (1/15),USA,US Naval Research Laboratory,Military,Technology Development,,LEO,,0,406,419,9.58E-04,51.65,92.81,50,,,,U.S. Naval Research Laboratory,USA,International Space Station,Cyclops Deployer System,1998-067FL,40314,2014-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
